2	0	0.1
4	0	0.1
6	0	0.1
8	0	0.1
10	0	0.1
11	0.1	0.1
12	0.1	0.1
13	0.1	0.1
14	0.1	0.1
15	0.1	0.1
15.5	0.1	0.1
16	0.1	0.1
16.5	0.2	0.1
17	0.2	0.1
17.2	1.2	0.1
17.3	2.1	0.1
17.4	2.5	0.1
17.5	4	0.1
17.6	4.4	0.1
17.7	5	0.1
17.8	6	0.1
17.9	6.7	0.1
18	8	0.1
18.1	9.6	0.1
18.2	10.7	0.1
18.3	12.2	0.1
18.4	163.7	0.1
18.5	166.6	0.1
18.8	171.2	0.1
18.9	172.7	0.1
19	173.6	0.1
19.1	174	1
19.2	175	1
19.3	176	1
19.4	176	1
19.5	177	1
20	179	1
21	183	1
22	185	1
23	188	1
24	191	1
25	196	1
26	196	1
27	197	1
28	199	1
29	201	1
30	203	1
35	211	1
40	218	1
45	225	1
50	230	1
55	237	1
60	241	1
65	246	1
70	242	1
75	256	1
80	260	1
85	264	1
90	269	1
95	273	1
100	277	1
