-0,19482	-0,01465	-19,48242	-0,14648
-0,19385	-0,01709	-19,38477	-0,17090
-0,19214	-0,01465	-19,21387	-0,14648
-0,19116	-0,01465	-19,11621	-0,14648
-0,18945	-0,01465	-18,94531	-0,14648
-0,18604	-0,01465	-18,60352	-0,14648
-0,18604	-0,01465	-18,60352	-0,14648
-0,18457	-0,01465	-18,45703	-0,14648
-0,18286	-0,01465	-18,28613	-0,14648
-0,18140	-0,01465	-18,13965	-0,14648
-0,18018	-0,01465	-18,01758	-0,14648
-0,17871	-0,01465	-17,87109	-0,14648
-0,17749	-0,01221	-17,74902	-0,12207
-0,17627	-0,01465	-17,62695	-0,14648
-0,17456	-0,01465	-17,45605	-0,14648
-0,17407	-0,01465	-17,40723	-0,14648
-0,17114	-0,01465	-17,11426	-0,14648
-0,16943	-0,01221	-16,94336	-0,12207
-0,16870	-0,01221	-16,87012	-0,12207
-0,16675	-0,01465	-16,67480	-0,14648
-0,16650	-0,01221	-16,65039	-0,12207
-0,16431	-0,01465	-16,43066	-0,14648
-0,16235	-0,01465	-16,23535	-0,14648
-0,16138	-0,01221	-16,13770	-0,12207
-0,16016	-0,01221	-16,01563	-0,12207
-0,15845	-0,01221	-15,84473	-0,12207
-0,15674	-0,01465	-15,67383	-0,14648
-0,15576	-0,01465	-15,57617	-0,14648
-0,15527	-0,01221	-15,52734	-0,12207
-0,15234	-0,01221	-15,23438	-0,12207
-0,15112	-0,01221	-15,11230	-0,12207
-0,15039	-0,01221	-15,03906	-0,12207
-0,14819	-0,01221	-14,81934	-0,12207
-0,14746	-0,01221	-14,74609	-0,12207
-0,14526	-0,01221	-14,52637	-0,12207
-0,14404	-0,01221	-14,40430	-0,12207
-0,14355	-0,01221	-14,35547	-0,12207
-0,14063	-0,01221	-14,06250	-0,12207
-0,13965	-0,01221	-13,96484	-0,12207
-0,13892	-0,01221	-13,89160	-0,12207
-0,13818	-0,01221	-13,81836	-0,12207
-0,13623	-0,01221	-13,62305	-0,12207
-0,13428	-0,01221	-13,42773	-0,12207
-0,13306	-0,00977	-13,30566	-0,09766
-0,13110	-0,01221	-13,11035	-0,12207
-0,12939	-0,00977	-12,93945	-0,09766
-0,12842	-0,01221	-12,84180	-0,12207
-0,12720	-0,01221	-12,71973	-0,12207
-0,12524	-0,00977	-12,52441	-0,09766
-0,12451	-0,01221	-12,45117	-0,12207
-0,12256	-0,00977	-12,25586	-0,09766
