-0.48413	-0.01831	-48.41309	-0.18311
-0.48169	-0.01709	-48.16895	-0.17090
-0.47876	-0.01709	-47.87598	-0.17090
-0.47852	-0.01831	-47.85156	-0.18311
-0.47510	-0.01831	-47.50977	-0.18311
-0.47266	-0.01709	-47.26563	-0.17090
-0.47095	-0.01709	-47.09473	-0.17090
-0.46973	-0.01587	-46.97266	-0.15869
-0.46680	-0.01709	-46.67969	-0.17090
-0.46411	-0.01709	-46.41113	-0.17090
-0.46143	-0.01709	-46.14258	-0.17090
-0.45996	-0.01587	-45.99609	-0.15869
-0.45898	-0.01709	-45.89844	-0.17090
-0.45508	-0.01587	-45.50781	-0.15869
-0.45410	-0.01709	-45.41016	-0.17090
-0.44971	-0.01587	-44.97070	-0.15869
-0.44727	-0.01587	-44.72656	-0.15869
-0.44556	-0.01587	-44.55566	-0.15869
-0.44458	-0.01587	-44.45801	-0.15869
-0.44214	-0.01587	-44.21387	-0.15869
-0.43896	-0.01709	-43.89648	-0.17090
-0.43701	-0.01587	-43.70117	-0.15869
-0.43555	-0.01587	-43.55469	-0.15869
-0.43359	-0.01587	-43.35938	-0.15869
-0.43091	-0.01587	-43.09082	-0.15869
-0.42944	-0.01709	-42.94434	-0.17090
-0.42700	-0.01587	-42.70020	-0.15869
-0.42432	-0.01587	-42.43164	-0.15869
-0.42212	-0.01465	-42.21191	-0.14648
-0.41870	-0.01465	-41.87012	-0.14648
-0.41675	-0.01465	-41.67480	-0.14648
-0.41504	-0.01587	-41.50391	-0.15869
-0.41333	-0.01465	-41.33301	-0.14648
-0.41089	-0.01465	-41.08887	-0.14648
-0.40796	-0.01587	-40.79590	-0.15869
-0.40625	-0.01587	-40.62500	-0.15869
-0.40332	-0.01465	-40.33203	-0.14648
-0.40161	-0.01465	-40.16113	-0.14648
-0.39941	-0.01465	-39.94141	-0.14648
-0.39795	-0.01465	-39.79492	-0.14648
-0.39404	-0.01465	-39.40430	-0.14648
-0.39209	-0.01465	-39.20898	-0.14648
-0.38989	-0.01465	-38.98926	-0.14648
-0.38892	-0.01343	-38.89160	-0.13428
-0.38623	-0.01343	-38.62305	-0.13428
-0.38281	-0.01343	-38.28125	-0.13428
-0.38037	-0.01465	-38.03711	-0.14648
-0.37866	-0.01343	-37.86621	-0.13428
-0.37744	-0.01465	-37.74414	-0.14648
-0.37476	-0.01343	-37.47559	-0.13428
-0.37280	-0.01343	-37.28027	-0.13428
-0.36914	-0.01343	-36.91406	-0.13428
-0.36694	-0.01343	-36.69434	-0.13428
-0.36499	-0.01343	-36.49902	-0.13428
-0.36279	-0.01343	-36.27930	-0.13428
-0.36035	-0.01343	-36.03516	-0.13428
-0.35864	-0.01221	-35.86426	-0.12207
-0.35571	-0.01343	-35.57129	-0.13428
-0.35400	-0.01343	-35.40039	-0.13428
-0.35156	-0.01343	-35.15625	-0.13428
-0.34937	-0.01221	-34.93652	-0.12207
-0.34839	-0.01221	-34.83887	-0.12207
-0.34326	-0.01343	-34.32617	-0.13428
-0.34253	-0.01221	-34.25293	-0.12207
-0.34009	-0.01221	-34.00879	-0.12207
-0.33887	-0.01221	-33.88672	-0.12207
-0.33691	-0.01221	-33.69141	-0.12207
-0.33423	-0.01343	-33.42285	-0.13428
-0.33203	-0.01221	-33.20313	-0.12207
-0.33008	-0.01221	-33.00781	-0.12207
-0.32666	-0.01221	-32.66602	-0.12207
-0.32471	-0.01221	-32.47070	-0.12207
-0.32324	-0.01221	-32.32422	-0.12207
-0.32129	-0.01221	-32.12891	-0.12207
-0.31812	-0.01343	-31.81152	-0.13428
-0.31616	-0.01221	-31.61621	-0.12207
-0.31421	-0.01099	-31.42090	-0.10986
-0.31079	-0.01221	-31.07910	-0.12207
-0.30786	-0.01221	-30.78613	-0.12207
-0.30615	-0.01099	-30.61523	-0.10986
-0.30444	-0.01099	-30.44434	-0.10986
-0.30273	-0.01099	-30.27344	-0.10986
-0.30005	-0.01221	-30.00488	-0.12207
-0.29785	-0.01099	-29.78516	-0.10986
-0.29590	-0.01099	-29.58984	-0.10986
-0.29395	-0.01099	-29.39453	-0.10986
-0.29077	-0.01099	-29.07715	-0.10986
-0.28882	-0.01099	-28.88184	-0.10986
-0.28735	-0.01099	-28.73535	-0.10986
-0.28540	-0.01099	-28.54004	-0.10986
