-0,19482	-0,02686	-19,48242	-0,26855
-0,19336	-0,02930	-19,33594	-0,29297
-0,19312	-0,02686	-19,31152	-0,26855
-0,19263	-0,02930	-19,26270	-0,29297
-0,19019	-0,02686	-19,01855	-0,26855
-0,19019	-0,02686	-19,01855	-0,26855
-0,18872	-0,02686	-18,87207	-0,26855
-0,18701	-0,02686	-18,70117	-0,26855
-0,18604	-0,02686	-18,60352	-0,26855
-0,18628	-0,02686	-18,62793	-0,26855
-0,18457	-0,02686	-18,45703	-0,26855
-0,18335	-0,02686	-18,33496	-0,26855
-0,18286	-0,02686	-18,28613	-0,26855
-0,18262	-0,02686	-18,26172	-0,26855
-0,18091	-0,02686	-18,09082	-0,26855
-0,18042	-0,02686	-18,04199	-0,26855
-0,17896	-0,02686	-17,89551	-0,26855
-0,17676	-0,02686	-17,67578	-0,26855
-0,17627	-0,02441	-17,62695	-0,24414
-0,17505	-0,02441	-17,50488	-0,24414
-0,17505	-0,02441	-17,50488	-0,24414
-0,17432	-0,02686	-17,43164	-0,26855
-0,17334	-0,02686	-17,33398	-0,26855
-0,17114	-0,02686	-17,11426	-0,26855
-0,16992	-0,02686	-16,99219	-0,26855
-0,16992	-0,02686	-16,99219	-0,26855
-0,16846	-0,02441	-16,84570	-0,24414
-0,16772	-0,02686	-16,77246	-0,26855
-0,16577	-0,02441	-16,57715	-0,24414
-0,16626	-0,02441	-16,62598	-0,24414
-0,16284	-0,02441	-16,28418	-0,24414
-0,16357	-0,02686	-16,35742	-0,26855
-0,16138	-0,02441	-16,13770	-0,24414
-0,16187	-0,02441	-16,18652	-0,24414
-0,15942	-0,02441	-15,94238	-0,24414
-0,15845	-0,02441	-15,84473	-0,24414
-0,15747	-0,02441	-15,74707	-0,24414
-0,15723	-0,02441	-15,72266	-0,24414
-0,15552	-0,02441	-15,55176	-0,24414
-0,15430	-0,02441	-15,42969	-0,24414
-0,15283	-0,02441	-15,28320	-0,24414
-0,15332	-0,02441	-15,33203	-0,24414
-0,15186	-0,02441	-15,18555	-0,24414
-0,15015	-0,02441	-15,01465	-0,24414
-0,14868	-0,02441	-14,86816	-0,24414
-0,14819	-0,02441	-14,81934	-0,24414
-0,14819	-0,02441	-14,81934	-0,24414
-0,14624	-0,02441	-14,62402	-0,24414
-0,14648	-0,02441	-14,64844	-0,24414
-0,14502	-0,02441	-14,50195	-0,24414
-0,14355	-0,02441	-14,35547	-0,24414
-0,14209	-0,02441	-14,20898	-0,24414
-0,14160	-0,02197	-14,16016	-0,21973
-0,14136	-0,02441	-14,13574	-0,24414
-0,13916	-0,02441	-13,91602	-0,24414
-0,13794	-0,02441	-13,79395	-0,24414
-0,13721	-0,02197	-13,72070	-0,21973
-0,13696	-0,02441	-13,69629	-0,24414
-0,13599	-0,02197	-13,59863	-0,21973
-0,13525	-0,02441	-13,52539	-0,24414
-0,13354	-0,02197	-13,35449	-0,21973
-0,13281	-0,02197	-13,28125	-0,21973
-0,13159	-0,02197	-13,15918	-0,21973
-0,13086	-0,02197	-13,08594	-0,21973
-0,12964	-0,02197	-12,96387	-0,21973
-0,12769	-0,02197	-12,76855	-0,21973
-0,12671	-0,02197	-12,67090	-0,21973
-0,12646	-0,02197	-12,64648	-0,21973
-0,12549	-0,02441	-12,54883	-0,24414
-0,12402	-0,02197	-12,40234	-0,21973
-0,12329	-0,02197	-12,32910	-0,21973
-0,12231	-0,02197	-12,23145	-0,21973
-0,12134	-0,02197	-12,13379	-0,21973
-0,11987	-0,02197	-11,98730	-0,21973
-0,11890	-0,02197	-11,88965	-0,21973
-0,11719	-0,02197	-11,71875	-0,21973
-0,11743	-0,02197	-11,74316	-0,21973
-0,11621	-0,02197	-11,62109	-0,21973
-0,11426	-0,02197	-11,42578	-0,21973
-0,11304	-0,02197	-11,30371	-0,21973
-0,11328	-0,02197	-11,32813	-0,21973
-0,11182	-0,02197	-11,18164	-0,21973
-0,11035	-0,02197	-11,03516	-0,21973
-0,10986	-0,02197	-10,98633	-0,21973
-0,10864	-0,02197	-10,86426	-0,21973
-0,10840	-0,02197	-10,83984	-0,21973
-0,10620	-0,01953	-10,62012	-0,19531
-0,10571	-0,02197	-10,57129	-0,21973
-0,10474	-0,01953	-10,47363	-0,19531
-0,10181	-0,02197	-10,18066	-0,21973
-0,10205	-0,01953	-10,20508	-0,19531
-0,10205	-0,01953	-10,20508	-0,19531
-0,10059	-0,01953	-10,05859	-0,19531
-0,09961	-0,01953	-9,96094	-0,19531
-0,09790	-0,01953	-9,79004	-0,19531
-0,09741	-0,01953	-9,74121	-0,19531
-0,09644	-0,01953	-9,64355	-0,19531
-0,09595	-0,01953	-9,59473	-0,19531
-0,09424	-0,01953	-9,42383	-0,19531
-0,09351	-0,01953	-9,35059	-0,19531
-0,09302	-0,01953	-9,30176	-0,19531
-0,09180	-0,01953	-9,17969	-0,19531
