1	0	0.1
2	0	0.1
3	0	0.1
4	0	0.1
5	0	0.1
6	0	0.1
7	0	0.1
8	0.1	0.1
9	0.1	0.1
10	0.1	0.1
11	0.1	0.1
12	0.1	0.1
13	0.1	0.1
14	0.1	0.1
15	0.2	0.1
15.5	0.2	0.1
16	0.2	0.1
16.1	0.3	0.1
16.2	0.4	0.1
16.3	0.8	0.1
16.4	1.4	0.1
16.5	2.3	0.1
16.6	3.5	0.1
16.7	4.8	0.1
16.8	6.3	0.1
16.9	6.9	0.1
17	8.9	0.1
17.1	10.4	0.1
17.2	12.3	0.1
17.3	13.4	0.1
17.4	14.7	0.1
17.5	17.1	0.1
17.6	182	1
17.7	187	1
17.8	189	1
17.9	195	1
18	199	1
18.1	204	1
18.2	209	1
18.3	213	1
18.4	219	1
18.5	221	1
18.6	225	1
18.7	230	1
18.8	233	1
18.9	237	1
19	241	1
20	286	1
21	323	1
22	360	1
23	395	1
24	422	1
25	461	1
26	501	1
27	528	1
28	586	1
29	642	1
30	695	1
32	820	1
34	938	1
36	1058	1
38	1157	1
40	1269	1
42	1358	1
44	1466	1
46	1558	1
48	1645	1
50	1733	1
52	1807	1
54	1883	1
56	1950	10
58	2030	10
60	2100	10
65	2280	10
70	2470	10
75	2640	10
80	2820	10
85	2990	10
